FullPath;Package;Element;Property;DependentPackage;DependendElement
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_OceanSurface;oceanSurfaceTemperature;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_OceanSurface;oceanSurfaceSalinity;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_OceanSurface;oceanSurfaceRoughness;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_OceanSurface;oceanSurfaceWindSpeed;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_OceanSurface;oceanSurfaceWindDirection;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_OceanSurface;seaIceConcentration;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_LandSurface;soilMoisture;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_LandSurface;landSurfaceTemperature;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_LandSurface;landCoverType;ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1.TBTrueValue;CA_LandCoverType
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_RadiativeTransferModel;atmosphereAbsorption;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_RadiativeTransferModel;oceanEmissivity;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_RadiativeTransferModel;oceanReflectivity;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_RadiativeTransferModel;landSurfaceEmissivity;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_GeophysicsQualifyFlags;oceanLandFlag;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Integer
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_GeophysicsQualifyFlags;cloudFlag;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Integer
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_GeophysicsQualifyFlags;rainFlag;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Integer
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;TBTrueValue;CA_GeophysicsQualifyFlags;seaIceFlag;ISO TC211.ISO 19103 Conceptual schema language.ISO 19103 Edition 1.Primitive types.Numerics;Integer
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;NonlinearityTerms;receiverTemperature;ISO TC211.Orphans;Sequence<Real>
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;NonlinearityTerms;nonlinearTerm;ISO TC211.Orphans;Sequence<Real>
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;AntennaPattern;amplitude;ISO TC211.Orphans;Sequence<Real>
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;AntennaPattern;phase;ISO TC211.Orphans;Sequence<Real>
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;OrderedReal;real;ISO TC211.ISO 19103 Conceptual schema language.ISO/TS 19103 Edition 1.Basic Types.Primitive.Numerics;Real
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;OrderedAngle;angle;ISO TC211.ISO 19103 Conceptual schema language.ISO/TS 19103 Edition 1.Basic Types.Derived.Units of Measure;Angle
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;OrderedDateTime;dateTime;ISO TC211.ISO 19103 Conceptual schema language.ISO/TS 19103 Edition 1.Basic Types.Primitive.Date and Time;DateTime
ISO TC211.ISO 19159 Calibration and validation of remote sensing imagery sensors and data.ISO 19159-4 Edition 1;CollectionClasses;OrderedInteger;integer;ISO TC211.ISO 19103 Conceptual schema language.ISO/TS 19103 Edition 1.Basic Types.Primitive.Numerics;Integer
