FullPath;Package;Element;Property;DependentPackage;DependendElement;GUID
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;ISO19107-interpolation;{6DF732C6-215A-44a2-9F41-E4928281E784}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;ISO19111-crs;{DD8D18C5-ADDB-41a6-A42D-D62A7BF0EA3D}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;By-function ;{A65236A4-1ED7-48ea-93C4-539DAFFEF7FB}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Associated;{66C3BDCC-FDE6-416a-98FE-7A95AEF0F549}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;GV-pair;{2925B19A-F733-451c-80DF-283655E2B34F}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Envelope-tight;{C8A29C49-2AF5-45d2-AC8C-036E98DADC9D}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Domain-range;{6AC7345F-65E9-4bd5-AA24-74B69006D4C9}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Packages;{3AA85577-E246-4f75-8DB0-A448FC39292A}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;CoverageCore;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Partitioning;{27A9AC0E-2181-4379-8059-7129178556F0}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Sub-coverage;{88574130-7D48-44b0-AC8B-D1FACC58B312}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Regular-axis;{4B688839-321B-4ef5-822F-AFF52AC50AA3}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Irregular-axis;{3AA685A2-DC4F-4daa-B5C1-A546B8EB3734}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Displacement-axis-nest;{0C2636F2-D689-4905-AB54-83F61BC92852}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Rectangular-grid;{F173DEE4-E341-4577-8D47-DAF40A503902}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Algorithic-axis;{2101BBB4-3C58-4a35-9140-6795AE60F972}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Grid-evaluate;{515C0088-3970-4c41-A035-92CA849B0B92}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Index-axis;{6CCB65D2-2CDD-4740-BC3D-563C17661E4B}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Single-point-value;{C8DB6970-2D23-4963-968E-5F4AAA7DDFAC}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;GridCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.GridCoverage;Grid-subtype-of-point ;{DB1EC941-B479-4312-B073-5712E3978FDC}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiCurveCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiCurveCoverage;Multi-curve;{0F789560-0D9E-4441-91C7-51B53B4D3036}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiCurveCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiCurveCoverage;Multi-curve-evaluate;{F97E4CD4-7F9C-4aec-AE12-07F717252A37}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiPointCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiCurveCoverage;Multi-curve-evaluate;{F97E4CD4-7F9C-4aec-AE12-07F717252A37}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiPointCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiCurveCoverage;Multi-curve;{0F789560-0D9E-4441-91C7-51B53B4D3036}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiSolidCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiSolidCoverage;Multi-solid;{F7A15ACB-0CD8-4a2d-ABAD-E228C830609B}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiSolidCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiSolidCoverage;Multi-solid-evaluate;{BEC06FA6-1599-44ec-B5B4-52812D190F61}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiSurfaceCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiSurfaceCoverage;Multi-surface;{67AB0CCD-7FB2-4389-995B-2FBDD26A0E3E}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite;MultiSurfaceCoverage;AllRequirements;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.MultiSurfaceCoverage;Multi-surface-evaluate;{E38B33C2-F800-4c4d-B35C-86A8E59C8586}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Associated;Dependency;ISO TC211;ISO 19107 Spatial schema;{ABA38243-1D64-47c3-8056-229A18850187}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Associated;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;By-function ;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Figure 6: Class CV_Coverage with multiple variants;{1EF6EB4C-E351-4924-96D6-189DD8207657}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;By-function ;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Coordinates;Dependency;ISO TC211;ISO 19107 Spatial schema;{ABA38243-1D64-47c3-8056-229A18850187}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Coordinates;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;CRS;Dependency;ISO TC211;ISO 19111 Referencing by coordinates;{FD19DD4C-24C0-4771-9033-3B4949D232AD}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;CRS;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Cyclefree-hierarchies;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Domain-range;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Figure 6: Class CV_Coverage with multiple variants;{1EF6EB4C-E351-4924-96D6-189DD8207657}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Domain-range;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Envelope-axes;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Envelope-domainset;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Envelope-tight;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;GV-pair;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Figure 6: Class CV_Coverage with multiple variants;{1EF6EB4C-E351-4924-96D6-189DD8207657}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;GV-pair;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;ISO19107-interpolation;Dependency;ISO TC211;ISO 19107 Spatial schema;{ABA38243-1D64-47c3-8056-229A18850187}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;ISO19107-interpolation;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;ISO19111-crs;Dependency;ISO TC211;ISO 19103 Conceptual schema language;{4F2DAF3D-CD2C-4646-9E70-F2D211DD1B3F}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;ISO19111-crs;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;MinInfo;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Packages;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Figure 3: CV_Coverage;{96003917-B08A-4998-90AF-CD596A05619D}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Packages;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Figure 2: Packages of the coverage schema ;{9C93F8A2-4B9F-41ad-9954-D4BCA964472C}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Packages;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Partitioning;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite.CoverageCore;Figure 6: Class CV_Coverage with multiple variants;{1EF6EB4C-E351-4924-96D6-189DD8207657}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Partitioning;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Record;Dependency;ISO TC211;ISO 19103 Conceptual schema language;{4F2DAF3D-CD2C-4646-9E70-F2D211DD1B3F}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Record;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;RsId;Dependency;ISO TC211;ISO 19107 Spatial schema;{ABA38243-1D64-47c3-8056-229A18850187}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;RsId;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Sub-coverages;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Temporal;Dependency;ISO TC211;ISO 19108 Temporal schema;{FB755D5B-2E5D-4092-8CE2-7624DE056EC4}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;CoverageCore;Temporal;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.CoverageCore;AllRequirements;{AFCDD524-B3CA-4880-9AE1-C7D1A2202E36}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;GridCoverage;Algorithic-axis;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.GridCoverage;AllRequirements;{A6B7AB49-1365-440c-B564-C761445B9FEE}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;GridCoverage;Displacement-axis-nest;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.GridCoverage;AllRequirements;{A6B7AB49-1365-440c-B564-C761445B9FEE}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;GridCoverage;Grid-evaluate;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.GridCoverage;AllRequirements;{A6B7AB49-1365-440c-B564-C761445B9FEE}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;GridCoverage;Grid-subtype-of-point ;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.GridCoverage;AllRequirements;{A6B7AB49-1365-440c-B564-C761445B9FEE}
ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.RequirementsSuite;GridCoverage;Index-axis;Dependency;ISO TC211.ISO 19123 Schema for coverage geometry and functions.ISO/WD 19123-1 Edition 1.ModularSpecification.AbstractTestSuite.GridCoverage;AllRequirements;{A6B7AB49-1365-440c-B564-C761445B9FEE}
